Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
RB,Jalen Richard (11534767),Jalen Richard,11534767,RB/FLEX,4900,OAK@SF 11/01/2018 08:20PM ET,OAK,10.56
RB,LeSean McCoy (11534830),LeSean McCoy,11534830,RB/FLEX,4900,CHI@BUF 11/04/2018 01:00PM ET,BUF,8.77
WR,Sammy Watkins (11534999),Sammy Watkins,11534999,WR/FLEX,4900,KC@CLE 11/04/2018 01:00PM ET,KC,13.54
QB,Brock Osweiler (11535017),Brock Osweiler,11535017,QB,4900,NYJ@MIA 11/04/2018 01:00PM ET,MIA,15.88
QB,Case Keenum (11535318),Case Keenum,11535318,QB,4900,HOU@DEN 11/04/2018 04:05PM ET,DEN,16.49
QB,Sam Darnold (11535050),Sam Darnold,11535050,QB,4800,NYJ@MIA 11/04/2018 01:00PM ET,NYJ,14.54
WR,Michael Crabtree (11535134),Michael Crabtree,11535134,WR/FLEX,4800,PIT@BAL 11/04/2018 01:00PM ET,BAL,11.75
RB,Tevin Coleman (11535224),Tevin Coleman,11535224,RB/FLEX,4800,ATL@WAS 11/04/2018 01:00PM ET,ATL,12.39
TE,Jordan Reed (11535279),Jordan Reed,11535279,TE/FLEX,4800,ATL@WAS 11/04/2018 01:00PM ET,WAS,9.23
QB,Marcus Mariota (11535579),Marcus Mariota,11535579,QB,4800,TEN@DAL 11/05/2018 08:15PM ET,TEN,12.62
WR,Corey Davis (11535587),Corey Davis,11535587,WR/FLEX,4800,TEN@DAL 11/05/2018 08:15PM ET,TEN,11.21
